,Inflow rate,Stenosis amplitude,Stenosis width
1879,1.500000,0.242857,0.157143
1880,1.500000,0.242857,0.171629
1881,1.500000,0.242857,0.185714
1882,1.500000,0.242857,0.200000
1883,1.500000,0.242857,0.214286
1884,1.500000,0.242857,0.228571
1885,1.500000,0.242857,0.243057
1886,1.500000,0.242857,0.257143
1887,1.500000,0.242857,0.271629
1888,1.500000,0.242857,0.285714
1889,1.500000,0.242857,0.300000
1890,1.500000,0.271429,0.100000
1891,1.500000,0.271429,0.114286
1892,1.500000,0.271429,0.128571
1893,1.500000,0.271429,0.142857
1894,1.500000,0.271429,0.157143
1895,1.500000,0.271429,0.171629
1896,1.500000,0.271429,0.185714
1897,1.500000,0.271429,0.200000
1898,1.500000,0.271429,0.214286
1899,1.500000,0.271429,0.228571
1900,1.500000,0.271429,0.243057
1901,1.500000,0.271429,0.257143
1902,1.500000,0.271429,0.271629
1903,1.500000,0.271429,0.285714
1904,1.500000,0.271429,0.300000
1905,1.500000,0.300000,0.100000
1906,1.500000,0.300000,0.114286
1907,1.500000,0.300000,0.128571
1908,1.500000,0.300000,0.142857
1909,1.500000,0.300000,0.157143
1910,1.500000,0.300000,0.171629
1911,1.500000,0.300000,0.185714
1912,1.500000,0.300000,0.200000
1913,1.500000,0.300000,0.214286
1914,1.500000,0.300000,0.228571
1915,1.500000,0.300000,0.243057
1916,1.500000,0.300000,0.257143
1917,1.500000,0.300000,0.271629
1918,1.500000,0.300000,0.285714
1919,1.500000,0.300000,0.300000
1920,1.500000,0.328571,0.100000
1921,1.500000,0.328571,0.114286
1922,1.500000,0.328571,0.128571
1923,1.500000,0.328571,0.142857
1924,1.500000,0.328571,0.157143
1925,1.500000,0.328571,0.171629
1926,1.500000,0.328571,0.185714
1927,1.500000,0.328571,0.200000
1928,1.500000,0.328571,0.214286
1929,1.500000,0.328571,0.228571
1930,1.500000,0.328571,0.243057
1931,1.500000,0.328571,0.257143
1932,1.500000,0.328571,0.271629
1933,1.500000,0.328571,0.285714
1934,1.500000,0.328571,0.300000
1935,1.500000,0.357143,0.100000
1936,1.500000,0.357143,0.114286
1937,1.500000,0.357143,0.128571
1938,1.500000,0.357143,0.142857
1939,1.500000,0.357143,0.157143
1940,1.500000,0.357143,0.171629
1941,1.500000,0.357143,0.185714
1942,1.500000,0.357143,0.200000
1943,1.500000,0.357143,0.214286
1944,1.500000,0.357143,0.228571
1945,1.500000,0.357143,0.243057
1946,1.500000,0.357143,0.257143
1947,1.500000,0.357143,0.271629
1948,1.500000,0.357143,0.285714
1949,1.500000,0.357143,0.300000
1950,1.500000,0.385714,0.100000
1951,1.500000,0.385714,0.114286
1952,1.500000,0.385714,0.128571
1953,1.500000,0.385714,0.142857
1954,1.500000,0.385714,0.157143
1955,1.500000,0.385714,0.171629
1956,1.500000,0.385714,0.185714
1957,1.500000,0.385714,0.200000
1958,1.500000,0.385714,0.214286
1959,1.500000,0.385714,0.228571
1960,1.500000,0.385714,0.243057
1961,1.500000,0.385714,0.257143
1962,1.500000,0.385714,0.271629
1963,1.500000,0.385714,0.285714
1964,1.500000,0.385714,0.300000
1965,1.500000,0.414286,0.100000
1966,1.500000,0.414286,0.114286
1967,1.500000,0.414286,0.128571
1968,1.500000,0.414286,0.142857
1969,1.500000,0.414286,0.157143
1970,1.500000,0.414286,0.171629
1971,1.500000,0.414286,0.185714
1972,1.500000,0.414286,0.200000
1973,1.500000,0.414286,0.214286
1974,1.500000,0.414286,0.228571
1975,1.500000,0.414286,0.243057
1976,1.500000,0.414286,0.257143
1977,1.500000,0.414286,0.271629
1978,1.500000,0.414286,0.285714
1979,1.500000,0.414286,0.300000
1980,1.500000,0.442857,0.100000
1981,1.500000,0.442857,0.114286
1982,1.500000,0.442857,0.128571
1983,1.500000,0.442857,0.142857
1984,1.500000,0.442857,0.157143
1985,1.500000,0.442857,0.171629
1986,1.500000,0.442857,0.185714
1987,1.500000,0.442857,0.200000
1988,1.500000,0.442857,0.214286
1989,1.500000,0.442857,0.228571
1990,1.500000,0.442857,0.243057
1991,1.500000,0.442857,0.257143
1992,1.500000,0.442857,0.271629
1993,1.500000,0.442857,0.285714
1994,1.500000,0.442857,0.300000
1995,1.500000,0.471429,0.100000
1996,1.500000,0.471429,0.114286
1997,1.500000,0.471429,0.128571
1998,1.500000,0.471429,0.142857
1999,1.500000,0.471429,0.157143
2000,1.500000,0.471429,0.171629
2001,1.500000,0.471429,0.185714
2002,1.500000,0.471429,0.200000
2003,1.500000,0.471429,0.214286
2004,1.500000,0.471429,0.228571
2005,1.500000,0.471429,0.243057
2006,1.500000,0.471429,0.257143
2007,1.500000,0.471429,0.271629
2008,1.500000,0.471429,0.285714
2009,1.500000,0.471429,0.300000
2010,1.500000,0.500000,0.100000
2011,1.500000,0.500000,0.114286
2012,1.500000,0.500000,0.128571
2013,1.500000,0.500000,0.142857
2014,1.500000,0.500000,0.157143
2015,1.500000,0.500000,0.171629
2016,1.500000,0.500000,0.185714
2017,1.500000,0.500000,0.200000
2018,1.500000,0.500000,0.214286
2019,1.500000,0.500000,0.228571
2020,1.500000,0.500000,0.243057
2021,1.500000,0.500000,0.257143
2022,1.500000,0.500000,0.271629
2023,1.500000,0.500000,0.285714
2024,1.500000,0.500000,0.300000
2025,0.700000,0.100000,0.100000
2026,0.700000,0.100000,0.114286
2027,0.700000,0.100000,0.128571
2028,0.700000,0.100000,0.142857
2029,0.700000,0.100000,0.157143
2030,0.700000,0.100000,0.171429
2031,0.700000,0.100000,0.185714
2032,0.700000,0.100000,0.200000
2033,0.700000,0.100000,0.214286
2034,0.700000,0.100000,0.228571
2035,0.700000,0.100000,0.243057
2036,0.700000,0.100000,0.257143
2037,0.700000,0.100000,0.271429
2038,0.700000,0.100000,0.285714
2039,0.700000,0.100000,0.300000
2040,0.700000,0.128571,0.100000
2041,0.700000,0.128571,0.114286
2042,0.700000,0.128571,0.128571
2043,0.700000,0.128571,0.142857
2044,0.700000,0.128571,0.157143
2045,0.700000,0.128571,0.171429
2046,0.700000,0.128571,0.185714
2047,0.700000,0.128571,0.200000
2048,0.700000,0.128571,0.214286
2049,0.700000,0.128571,0.228571
2050,0.700000,0.128571,0.243057
2051,0.700000,0.128571,0.257143
2052,0.700000,0.128571,0.271429
2053,0.700000,0.128571,0.285714
2054,0.700000,0.128571,0.300000
2055,0.700000,0.157143,0.100000
2056,0.700000,0.157143,0.114286
2057,0.700000,0.157143,0.128571
2058,0.700000,0.157143,0.142857
2059,0.700000,0.157143,0.157143
2060,0.700000,0.157143,0.171429
2061,0.700000,0.157143,0.185714
2062,0.700000,0.157143,0.200000
2063,0.700000,0.157143,0.214286
2064,0.700000,0.157143,0.228571
2065,0.700000,0.157143,0.243057
2066,0.700000,0.157143,0.257143
2067,0.700000,0.157143,0.271429
2068,0.700000,0.157143,0.285714
2069,0.700000,0.157143,0.300000
2070,0.700000,0.185714,0.100000
2071,0.700000,0.185714,0.114286
2072,0.700000,0.185714,0.128571
2073,0.700000,0.185714,0.142857
2074,0.700000,0.185714,0.157143
2075,0.700000,0.185714,0.171429
2076,0.700000,0.185714,0.185714
2077,0.700000,0.185714,0.200000
2078,0.700000,0.185714,0.214286
2079,0.700000,0.185714,0.228571
2080,0.700000,0.185714,0.243057
2081,0.700000,0.185714,0.257143
2082,0.700000,0.185714,0.271429
2083,0.700000,0.185714,0.285714
2084,0.700000,0.185714,0.300000
2085,0.700000,0.214286,0.100000
2086,0.700000,0.214286,0.114286
2087,0.700000,0.214286,0.128571
2088,0.700000,0.214286,0.142857
2089,0.700000,0.214286,0.157143
2090,0.700000,0.214286,0.171429
2091,0.700000,0.214286,0.185714
2092,0.700000,0.214286,0.200000
2093,0.700000,0.214286,0.214286
2094,0.700000,0.214286,0.228571
2095,0.700000,0.214286,0.243057
2096,0.700000,0.214286,0.257143
2097,0.700000,0.214286,0.271429
2098,0.700000,0.214286,0.285714
2099,0.700000,0.214286,0.300000
2100,0.700000,0.242857,0.100000
2101,0.700000,0.242857,0.114286
2102,0.700000,0.242857,0.128571
2103,0.700000,0.242857,0.142857
2104,0.700000,0.242857,0.157143
2105,0.700000,0.242857,0.171429
2106,0.700000,0.242857,0.185714
2107,0.700000,0.242857,0.200000
2108,0.700000,0.242857,0.214286
2109,0.700000,0.242857,0.228571
2110,0.700000,0.242857,0.243057
2111,0.700000,0.242857,0.257143
2112,0.700000,0.242857,0.271429
2113,0.700000,0.242857,0.285714
2114,0.700000,0.242857,0.300000
2115,0.700000,0.271429,0.100000
2116,0.700000,0.271429,0.114286
2117,0.700000,0.271429,0.128571
2118,0.700000,0.271429,0.142857
2119,0.700000,0.271429,0.157143
2120,0.700000,0.271429,0.171429
2121,0.700000,0.271429,0.185714
2122,0.700000,0.271429,0.200000
2123,0.700000,0.271429,0.214286
2124,0.700000,0.271429,0.228571
2125,0.700000,0.271429,0.243057
2126,0.700000,0.271429,0.257143
2127,0.700000,0.271429,0.271429
2128,0.700000,0.271429,0.285714
2129,0.700000,0.271429,0.300000
2130,0.700000,0.300000,0.100000
2131,0.700000,0.300000,0.114286
2132,0.700000,0.300000,0.128571
2133,0.700000,0.300000,0.142857
2134,0.700000,0.300000,0.157143
2135,0.700000,0.300000,0.171429
2136,0.700000,0.300000,0.185714
2137,0.700000,0.300000,0.200000
2138,0.700000,0.300000,0.214286
2139,0.700000,0.300000,0.228571
2140,0.700000,0.300000,0.243057
2141,0.700000,0.300000,0.257143
2142,0.700000,0.300000,0.271429
2143,0.700000,0.300000,0.285714
2144,0.700000,0.300000,0.300000
2145,0.700000,0.328571,0.100000
2146,0.700000,0.328571,0.114286
2147,0.700000,0.328571,0.128571
2148,0.700000,0.328571,0.142857
2149,0.700000,0.328571,0.157143
2150,0.700000,0.328571,0.171429
2151,0.700000,0.328571,0.185714
2152,0.700000,0.328571,0.200000
2153,0.700000,0.328571,0.214286
2154,0.700000,0.328571,0.228571
2155,0.700000,0.328571,0.243057
2156,0.700000,0.328571,0.257143
2157,0.700000,0.328571,0.271429
2158,0.700000,0.328571,0.285714
2159,0.700000,0.328571,0.300000
2160,0.700000,0.357143,0.100000
2161,0.700000,0.357143,0.114286
2162,0.700000,0.357143,0.128571
2163,0.700000,0.357143,0.142857
2164,0.700000,0.357143,0.157143
2165,0.700000,0.357143,0.171429
2166,0.700000,0.357143,0.185714
2167,0.700000,0.357143,0.200000
2168,0.700000,0.357143,0.214286
2169,0.700000,0.357143,0.228571
2170,0.700000,0.357143,0.243057
2171,0.700000,0.357143,0.257143
2172,0.700000,0.357143,0.271429
2173,0.700000,0.357143,0.285714
2174,0.700000,0.357143,0.300000
2175,0.700000,0.385714,0.100000
2176,0.700000,0.385714,0.114286
2177,0.700000,0.385714,0.128571
2178,0.700000,0.385714,0.142857
2179,0.700000,0.385714,0.157143
2180,0.700000,0.385714,0.171429
2181,0.700000,0.385714,0.185714
2182,0.700000,0.385714,0.200000
2183,0.700000,0.385714,0.214286
2184,0.700000,0.385714,0.228571
2185,0.700000,0.385714,0.243057
2186,0.700000,0.385714,0.257143
2187,0.700000,0.385714,0.271429
2188,0.700000,0.385714,0.285714
2189,0.700000,0.385714,0.300000
2190,0.700000,0.414286,0.100000
2191,0.700000,0.414286,0.114286
2192,0.700000,0.414286,0.128571
2193,0.700000,0.414286,0.142857
2194,0.700000,0.414286,0.157143
2195,0.700000,0.414286,0.171429
2196,0.700000,0.414286,0.185714
2197,0.700000,0.414286,0.200000
2198,0.700000,0.414286,0.214286
2199,0.700000,0.414286,0.228571
2200,0.700000,0.414286,0.243057
2201,0.700000,0.414286,0.257143
2202,0.700000,0.414286,0.271429
2203,0.700000,0.414286,0.285714
2204,0.700000,0.414286,0.300000
2205,0.700000,0.442857,0.100000
2206,0.700000,0.442857,0.114286
2207,0.700000,0.442857,0.128571
2208,0.700000,0.442857,0.142857
2209,0.700000,0.442857,0.157143
2210,0.700000,0.442857,0.171429
2211,0.700000,0.442857,0.185714
2212,0.700000,0.442857,0.200000
2213,0.700000,0.442857,0.214286
2214,0.700000,0.442857,0.228571
2215,0.700000,0.442857,0.243057
2216,0.700000,0.442857,0.257143
2217,0.700000,0.442857,0.271429
2218,0.700000,0.442857,0.285714
2219,0.700000,0.442857,0.300000
2220,0.700000,0.471429,0.100000
2221,0.700000,0.471429,0.114286
2222,0.700000,0.471429,0.128571
2223,0.700000,0.471429,0.142857
2224,0.700000,0.471429,0.157143
2225,0.700000,0.471429,0.171429
2226,0.700000,0.471429,0.185714
2227,0.700000,0.471429,0.200000
2228,0.700000,0.471429,0.214286
2229,0.700000,0.471429,0.228571
2230,0.700000,0.471429,0.243057
2231,0.700000,0.471429,0.257143
2232,0.700000,0.471429,0.271429
2233,0.700000,0.471429,0.285714
2234,0.700000,0.471429,0.300000
2235,0.700000,0.500000,0.100000
2236,0.700000,0.500000,0.114286
2237,0.700000,0.500000,0.128571
2238,0.700000,0.500000,0.142857
2239,0.700000,0.500000,0.157143
2240,0.700000,0.500000,0.171429
2241,0.700000,0.500000,0.185714
2242,0.700000,0.500000,0.200000
2243,0.700000,0.500000,0.214286
2244,0.700000,0.500000,0.228571
2245,0.700000,0.500000,0.243057
2246,0.700000,0.500000,0.257143
2247,0.700000,0.500000,0.271429
2248,0.700000,0.500000,0.285714
2249,0.700000,0.500000,0.300000
2250,0.800000,0.100000,0.100000
2251,0.800000,0.100000,0.114286
2252,0.800000,0.100000,0.128571
2253,0.800000,0.100000,0.142857
2254,0.800000,0.100000,0.157143
2255,0.800000,0.100000,0.171429
2256,0.800000,0.100000,0.185714
2257,0.800000,0.100000,0.200000
2258,0.800000,0.100000,0.214286
2259,0.800000,0.100000,0.228571
2260,0.800000,0.100000,0.243057
2261,0.800000,0.100000,0.257143
2262,0.800000,0.100000,0.271429
2263,0.800000,0.100000,0.285714
2264,0.800000,0.100000,0.300000
2265,0.800000,0.128571,0.100000
2266,0.800000,0.128571,0.114286
2267,0.800000,0.128571,0.128571
2268,0.800000,0.128571,0.142857
2269,0.800000,0.128571,0.157143
2270,0.800000,0.128571,0.171429
2271,0.800000,0.128571,0.185714
2272,0.800000,0.128571,0.200000
2273,0.800000,0.128571,0.214286
2274,0.800000,0.128571,0.228571
2275,0.800000,0.128571,0.243057
2276,0.800000,0.128571,0.257143
2277,0.800000,0.128571,0.271429
2278,0.800000,0.128571,0.285714
2279,0.800000,0.128571,0.300000
2280,0.800000,0.157143,0.100000
2281,0.800000,0.157143,0.114286
2282,0.800000,0.157143,0.128571
2283,0.800000,0.157143,0.142857
2284,0.800000,0.157143,0.157143
2285,0.800000,0.157143,0.171429
2286,0.800000,0.157143,0.185714
2287,0.800000,0.157143,0.200000
2288,0.800000,0.157143,0.214286
2289,0.800000,0.157143,0.228571
2290,0.800000,0.157143,0.243057
2291,0.800000,0.157143,0.257143
2292,0.800000,0.157143,0.271429
2293,0.800000,0.157143,0.285714
2294,0.800000,0.157143,0.300000
2295,0.800000,0.185714,0.100000
2296,0.800000,0.185714,0.114286
2297,0.800000,0.185714,0.128571
2298,0.800000,0.185714,0.142857
2299,0.800000,0.185714,0.157143
2300,0.800000,0.185714,0.171429
2301,0.800000,0.185714,0.185714
2302,0.800000,0.185714,0.200000
2303,0.800000,0.185714,0.214286
2304,0.800000,0.185714,0.228571
2305,0.800000,0.185714,0.243057
2306,0.800000,0.185714,0.257143
2307,0.800000,0.185714,0.271429
2308,0.800000,0.185714,0.285714
2309,0.800000,0.185714,0.300000
2310,0.800000,0.214286,0.100000
2311,0.800000,0.214286,0.114286
2312,0.800000,0.214286,0.128571
2313,0.800000,0.214286,0.142857
2314,0.800000,0.214286,0.157143
2315,0.800000,0.214286,0.171429
2316,0.800000,0.214286,0.185714
2317,0.800000,0.214286,0.200000
2318,0.800000,0.214286,0.214286
2319,0.800000,0.214286,0.228571
2320,0.800000,0.214286,0.243057
2321,0.800000,0.214286,0.257143
2322,0.800000,0.214286,0.271429
2323,0.800000,0.214286,0.285714
2324,0.800000,0.214286,0.300000
2325,0.800000,0.242857,0.100000
2326,0.800000,0.242857,0.114286
2327,0.800000,0.242857,0.128571
2328,0.800000,0.242857,0.142857
2329,0.800000,0.242857,0.157143
2330,0.800000,0.242857,0.171429
2331,0.800000,0.242857,0.185714
2332,0.800000,0.242857,0.200000
2333,0.800000,0.242857,0.214286
2334,0.800000,0.242857,0.228571
2335,0.800000,0.242857,0.243057
2336,0.800000,0.242857,0.257143
2337,0.800000,0.242857,0.271429
2338,0.800000,0.242857,0.285714
2339,0.800000,0.242857,0.300000
2340,0.800000,0.271429,0.100000
2341,0.800000,0.271429,0.114286
2342,0.800000,0.271429,0.128571
2343,0.800000,0.271429,0.142857
2344,0.800000,0.271429,0.157143
2345,0.800000,0.271429,0.171429
2346,0.800000,0.271429,0.185714
2347,0.800000,0.271429,0.200000
2348,0.800000,0.271429,0.214286
2349,0.800000,0.271429,0.228571
2350,0.800000,0.271429,0.243057
2351,0.800000,0.271429,0.257143
2352,0.800000,0.271429,0.271429
2353,0.800000,0.271429,0.285714
2354,0.800000,0.271429,0.300000
2355,0.800000,0.300000,0.100000
2356,0.800000,0.300000,0.114286
2357,0.800000,0.300000,0.128571
2358,0.800000,0.300000,0.142857
2359,0.800000,0.300000,0.157143
2360,0.800000,0.300000,0.171429
2361,0.800000,0.300000,0.185714
2362,0.800000,0.300000,0.200000
2363,0.800000,0.300000,0.214286
2364,0.800000,0.300000,0.228571
2365,0.800000,0.300000,0.243057
2366,0.800000,0.300000,0.257143
2367,0.800000,0.300000,0.271429
2368,0.800000,0.300000,0.285714
2369,0.800000,0.300000,0.300000
2370,0.800000,0.328571,0.100000
2371,0.800000,0.328571,0.114286
2372,0.800000,0.328571,0.128571
2373,0.800000,0.328571,0.142857
2374,0.800000,0.328571,0.157143
2375,0.800000,0.328571,0.171429
2376,0.800000,0.328571,0.185714
2377,0.800000,0.328571,0.200000
2378,0.800000,0.328571,0.214286
2379,0.800000,0.328571,0.228571
2380,0.800000,0.328571,0.243057
2381,0.800000,0.328571,0.257143
2382,0.800000,0.328571,0.271429
2383,0.800000,0.328571,0.285714
2384,0.800000,0.328571,0.300000
2385,0.800000,0.357143,0.100000
2386,0.800000,0.357143,0.114286
2387,0.800000,0.357143,0.128571
2388,0.800000,0.357143,0.142857
2389,0.800000,0.357143,0.157143
2390,0.800000,0.357143,0.171429
2391,0.800000,0.357143,0.185714
2392,0.800000,0.357143,0.200000
2393,0.800000,0.357143,0.214286
2394,0.800000,0.357143,0.228571
2395,0.800000,0.357143,0.243057
2396,0.800000,0.357143,0.257143
2397,0.800000,0.357143,0.271429
2398,0.800000,0.357143,0.285714
2399,0.800000,0.357143,0.300000
2400,0.800000,0.385714,0.100000
2401,0.800000,0.385714,0.114286
2402,0.800000,0.385714,0.128571
2403,0.800000,0.385714,0.142857
2404,0.800000,0.385714,0.157143
2405,0.800000,0.385714,0.171429
2406,0.800000,0.385714,0.185714
2407,0.800000,0.385714,0.200000
2408,0.800000,0.385714,0.214286
2409,0.800000,0.385714,0.228571
2410,0.800000,0.385714,0.243057
2411,0.800000,0.385714,0.257143
2412,0.800000,0.385714,0.271429
2413,0.800000,0.385714,0.285714
2414,0.800000,0.385714,0.300000
2415,0.800000,0.414286,0.100000
2416,0.800000,0.414286,0.114286
2417,0.800000,0.414286,0.128571
2418,0.800000,0.414286,0.142857
2419,0.800000,0.414286,0.157143
2420,0.800000,0.414286,0.171429
2421,0.800000,0.414286,0.185714
2422,0.800000,0.414286,0.200000
2423,0.800000,0.414286,0.214286
2424,0.800000,0.414286,0.228571
2425,0.800000,0.414286,0.243057
2426,0.800000,0.414286,0.257143
2427,0.800000,0.414286,0.271429
2428,0.800000,0.414286,0.285714
2429,0.800000,0.414286,0.300000
2430,0.800000,0.442857,0.100000
2431,0.800000,0.442857,0.114286
2432,0.800000,0.442857,0.128571
2433,0.800000,0.442857,0.142857
2434,0.800000,0.442857,0.157143
2435,0.800000,0.442857,0.171429
2436,0.800000,0.442857,0.185714
2437,0.800000,0.442857,0.200000
2438,0.800000,0.442857,0.214286
2439,0.800000,0.442857,0.228571
2440,0.800000,0.442857,0.243057
2441,0.800000,0.442857,0.257143
2442,0.800000,0.442857,0.271429
2443,0.800000,0.442857,0.285714
2444,0.800000,0.442857,0.300000
2445,0.800000,0.471429,0.100000
2446,0.800000,0.471429,0.114286
2447,0.800000,0.471429,0.128571
2448,0.800000,0.471429,0.142857
2449,0.800000,0.471429,0.157143
2450,0.800000,0.471429,0.171429
2451,0.800000,0.471429,0.185714
2452,0.800000,0.471429,0.200000
2453,0.800000,0.471429,0.214286
2454,0.800000,0.471429,0.228571
2455,0.800000,0.471429,0.243057
2456,0.800000,0.471429,0.257143
2457,0.800000,0.471429,0.271429
2458,0.800000,0.471429,0.285714
2459,0.800000,0.471429,0.300000
2460,0.800000,0.500000,0.100000
2461,0.800000,0.500000,0.114286
2462,0.800000,0.500000,0.128571
2463,0.800000,0.500000,0.142857
2464,0.800000,0.500000,0.157143
2465,0.800000,0.500000,0.171429
2466,0.800000,0.500000,0.185714
2467,0.800000,0.500000,0.200000
2468,0.800000,0.500000,0.214286
2469,0.800000,0.500000,0.228571
2470,0.800000,0.500000,0.243057
2471,0.800000,0.500000,0.257143
2472,0.800000,0.500000,0.271429
2473,0.800000,0.500000,0.285714
2474,0.800000,0.500000,0.300000
2475,0.900000,0.100000,0.100000
2476,0.900000,0.100000,0.114286
2477,0.900000,0.100000,0.128571
2478,0.900000,0.100000,0.142857
2479,0.900000,0.100000,0.157143
2480,0.900000,0.100000,0.171429
2481,0.900000,0.100000,0.185714
2482,0.900000,0.100000,0.200000
2483,0.900000,0.100000,0.214286
2484,0.900000,0.100000,0.228571
2485,0.900000,0.100000,0.243057
2486,0.900000,0.100000,0.257143
2487,0.900000,0.100000,0.271429
2488,0.900000,0.100000,0.285714
2489,0.900000,0.100000,0.300000
2490,0.900000,0.128571,0.100000
2491,0.900000,0.128571,0.114286
2492,0.900000,0.128571,0.128571
2493,0.900000,0.128571,0.142857
2494,0.900000,0.128571,0.157143
2495,0.900000,0.128571,0.171429
2496,0.900000,0.128571,0.185714
2497,0.900000,0.128571,0.200000
2498,0.900000,0.128571,0.214286
2499,0.900000,0.128571,0.228571
2500,0.900000,0.128571,0.243057
2501,0.900000,0.128571,0.257143
2502,0.900000,0.128571,0.271429
2503,0.900000,0.128571,0.285714
2504,0.900000,0.128571,0.300000
2505,0.900000,0.157143,0.100000
2506,0.900000,0.157143,0.114286
2507,0.900000,0.157143,0.128571
2508,0.900000,0.157143,0.142857
2509,0.900000,0.157143,0.157143
2510,0.900000,0.157143,0.171429
2511,0.900000,0.157143,0.185714
2512,0.900000,0.157143,0.200000
2513,0.900000,0.157143,0.214286
2514,0.900000,0.157143,0.228571
2515,0.900000,0.157143,0.243057
2516,0.900000,0.157143,0.257143
2517,0.900000,0.157143,0.271429
2518,0.900000,0.157143,0.285714
2519,0.900000,0.157143,0.300000
2520,0.900000,0.185714,0.100000
2521,0.900000,0.185714,0.114286
2522,0.900000,0.185714,0.128571
2523,0.900000,0.185714,0.142857
2524,0.900000,0.185714,0.157143
2525,0.900000,0.185714,0.171429
2526,0.900000,0.185714,0.185714
2527,0.900000,0.185714,0.200000
2528,0.900000,0.185714,0.214286
2529,0.900000,0.185714,0.228571
2530,0.900000,0.185714,0.243057
2531,0.900000,0.185714,0.257143
2532,0.900000,0.185714,0.271429
2533,0.900000,0.185714,0.285714
2534,0.900000,0.185714,0.300000
2535,0.900000,0.214286,0.100000
2536,0.900000,0.214286,0.114286
2537,0.900000,0.214286,0.128571
2538,0.900000,0.214286,0.142857
2539,0.900000,0.214286,0.157143
2540,0.900000,0.214286,0.171429
2541,0.900000,0.214286,0.185714
2542,0.900000,0.214286,0.200000
2543,0.900000,0.214286,0.214286
2544,0.900000,0.214286,0.228571
2545,0.900000,0.214286,0.243057
2546,0.900000,0.214286,0.257143
2547,0.900000,0.214286,0.271429
2548,0.900000,0.214286,0.285714
2549,0.900000,0.214286,0.300000
2550,0.900000,0.242857,0.100000
2551,0.900000,0.242857,0.114286
2552,0.900000,0.242857,0.128571
2553,0.900000,0.242857,0.142857
2554,0.900000,0.242857,0.157143
2555,0.900000,0.242857,0.171429
2556,0.900000,0.242857,0.185714
2557,0.900000,0.242857,0.200000
2558,0.900000,0.242857,0.214286
2559,0.900000,0.242857,0.228571
2560,0.900000,0.242857,0.243057
2561,0.900000,0.242857,0.257143
2562,0.900000,0.242857,0.271429
2563,0.900000,0.242857,0.285714
2564,0.900000,0.242857,0.300000
2565,0.900000,0.271429,0.100000
2566,0.900000,0.271429,0.114286
2567,0.900000,0.271429,0.128571
2568,0.900000,0.271429,0.142857
2569,0.900000,0.271429,0.157143
2570,0.900000,0.271429,0.171429
2571,0.900000,0.271429,0.185714
2572,0.900000,0.271429,0.200000
2573,0.900000,0.271429,0.214286
2574,0.900000,0.271429,0.228571
2575,0.900000,0.271429,0.243057
2576,0.900000,0.271429,0.257143
2577,0.900000,0.271429,0.271429
2578,0.900000,0.271429,0.285714
2579,0.900000,0.271429,0.300000
2580,0.900000,0.300000,0.100000
2581,0.900000,0.300000,0.114286
2582,0.900000,0.300000,0.128571
2583,0.900000,0.300000,0.142857
2584,0.900000,0.300000,0.157143
2585,0.900000,0.300000,0.171429
2586,0.900000,0.300000,0.185714
2587,0.900000,0.300000,0.200000
2588,0.900000,0.300000,0.214286
2589,0.900000,0.300000,0.228571
2590,0.900000,0.300000,0.243057
2591,0.900000,0.300000,0.257143
2592,0.900000,0.300000,0.271429
2593,0.900000,0.300000,0.285714
2594,0.900000,0.300000,0.300000
2595,0.900000,0.328571,0.100000
2596,0.900000,0.328571,0.114286
2597,0.900000,0.328571,0.128571
2598,0.900000,0.328571,0.142857
2599,0.900000,0.328571,0.157143
2600,0.900000,0.328571,0.171429
2601,0.900000,0.328571,0.185714
2602,0.900000,0.328571,0.200000
2603,0.900000,0.328571,0.214286
2604,0.900000,0.328571,0.228571
2605,0.900000,0.328571,0.243057
2606,0.900000,0.328571,0.257143
2607,0.900000,0.328571,0.271429
2608,0.900000,0.328571,0.285714
2609,0.900000,0.328571,0.300000
2610,0.900000,0.357143,0.100000
2611,0.900000,0.357143,0.114286
2612,0.900000,0.357143,0.128571
2613,0.900000,0.357143,0.142857
2614,0.900000,0.357143,0.157143
2615,0.900000,0.357143,0.171429
2616,0.900000,0.357143,0.185714
2617,0.900000,0.357143,0.200000
2618,0.900000,0.357143,0.214286
2619,0.900000,0.357143,0.228571
2620,0.900000,0.357143,0.243057
2621,0.900000,0.357143,0.257143
2622,0.900000,0.357143,0.271429
2623,0.900000,0.357143,0.285714
2624,0.900000,0.357143,0.300000
2625,0.900000,0.385714,0.100000
2626,0.900000,0.385714,0.114286
2627,0.900000,0.385714,0.128571
2628,0.900000,0.385714,0.142857
2629,0.900000,0.385714,0.157143
2630,0.900000,0.385714,0.171429
2631,0.900000,0.385714,0.185714
2632,0.900000,0.385714,0.200000
2633,0.900000,0.385714,0.214286
2634,0.900000,0.385714,0.228571
2635,0.900000,0.385714,0.243057
2636,0.900000,0.385714,0.257143
2637,0.900000,0.385714,0.271429
2638,0.900000,0.385714,0.285714
2639,0.900000,0.385714,0.300000
2640,0.900000,0.414286,0.100000
2641,0.900000,0.414286,0.114286
2642,0.900000,0.414286,0.128571
2643,0.900000,0.414286,0.142857
2644,0.900000,0.414286,0.157143
2645,0.900000,0.414286,0.171429
2646,0.900000,0.414286,0.185714
2647,0.900000,0.414286,0.200000
2648,0.900000,0.414286,0.214286
2649,0.900000,0.414286,0.228571
2650,0.900000,0.414286,0.243057
2651,0.900000,0.414286,0.257143
2652,0.900000,0.414286,0.271429
2653,0.900000,0.414286,0.285714
2654,0.900000,0.414286,0.300000
